50	6
51	6
52	6
16	7
17	7
18	7
19	7
20	7
21	7
22	7
23	7
24	7
25	7
26	7
27	7
28	7
29	7
42	7
43	7
44	7
45	7
46	7
47	7
48	7
49	7
50	7
51	7
52	7
16	8
17	8
18	8
19	8
20	8
21	8
22	8
23	8
24	8
25	8
26	8
27	8
28	8
29	8
30	8
31	8
39	8
40	8
41	8
42	8
43	8
44	8
45	8
46	8
47	8
48	8
49	8
50	8
51	8
52	8
59	8
16	9
17	9
18	9
19	9
20	9
21	9
22	9
23	9
24	9
25	9
26	9
27	9
28	9
29	9
30	9
31	9
38	9
39	9
40	9
41	9
42	9
43	9
44	9
45	9
46	9
47	9
48	9
49	9
50	9
51	9
52	9
16	10
17	10
18	10
19	10
20	10
21	10
22	10
23	10
24	10
25	10
26	10
27	10
28	10
29	10
30	10
31	10
38	10
39	10
40	10
41	10
42	10
43	10
44	10
45	10
46	10
47	10
48	10
49	10
50	10
51	10
52	10
16	11
17	11
18	11
19	11
20	11
21	11
22	11
23	11
24	11
25	11
26	11
27	11
28	11
29	11
30	11
39	11
40	11
41	11
42	11
43	11
44	11
45	11
46	11
47	11
48	11
49	11
50	11
51	11
52	11
16	12
17	12
18	12
19	12
20	12
21	12
22	12
23	12
24	12
25	12
26	12
27	12
28	12
29	12
39	12
40	12
41	12
42	12
43	12
44	12
45	12
46	12
47	12
48	12
49	12
50	12
51	12
52	12
16	13
17	13
18	13
19	13
20	13
21	13
22	13
23	13
24	13
25	13
26	13
27	13
28	13
40	13
41	13
42	13
43	13
44	13
45	13
46	13
47	13
48	13
49	13
50	13
51	13
52	13
16	14
17	14
18	14
19	14
20	14
21	14
22	14
23	14
24	14
25	14
26	14
27	14
28	14
41	14
42	14
43	14
44	14
45	14
46	14
47	14
48	14
49	14
50	14
51	14
52	14
16	15
17	15
18	15
19	15
20	15
21	15
22	15
23	15
24	15
25	15
26	15
27	15
41	15
42	15
43	15
44	15
45	15
46	15
47	15
48	15
49	15
50	15
51	15
52	15
16	16
17	16
18	16
19	16
20	16
21	16
22	16
23	16
24	16
25	16
26	16
27	16
41	16
42	16
43	16
44	16
45	16
46	16
47	16
48	16
49	16
50	16
51	16
52	16
16	17
17	17
18	17
19	17
20	17
21	17
22	17
23	17
24	17
25	17
26	17
27	17
42	17
43	17
44	17
45	17
46	17
47	17
48	17
49	17
50	17
51	17
52	17
15	18
16	18
17	18
18	18
19	18
20	18
21	18
22	18
23	18
24	18
25	18
26	18
27	18
41	18
42	18
43	18
44	18
45	18
46	18
47	18
48	18
49	18
50	18
51	18
52	18
58	18
59	18
60	18
61	18
62	18
8	19
15	19
16	19
17	19
18	19
19	19
20	19
21	19
22	19
23	19
24	19
25	19
26	19
27	19
28	19
40	19
41	19
42	19
43	19
44	19
45	19
46	19
47	19
48	19
49	19
50	19
51	19
52	19
56	19
57	19
58	19
59	19
60	19
61	19
62	19
63	19
5	20
6	20
7	20
8	20
9	20
15	20
16	20
17	20
18	20
19	20
20	20
21	20
22	20
23	20
24	20
25	20
26	20
27	20
28	20
29	20
30	20
39	20
40	20
41	20
42	20
43	20
44	20
45	20
46	20
47	20
48	20
49	20
50	20
51	20
52	20
53	20
54	20
55	20
56	20
57	20
58	20
59	20
60	20
61	20
62	20
63	20
4	21
5	21
6	21
7	21
8	21
9	21
10	21
14	21
15	21
16	21
17	21
18	21
19	21
20	21
21	21
22	21
23	21
24	21
25	21
26	21
27	21
28	21
29	21
30	21
31	21
32	21
33	21
34	21
35	21
36	21
37	21
38	21
39	21
40	21
41	21
42	21
43	21
44	21
45	21
46	21
47	21
48	21
49	21
50	21
51	21
52	21
53	21
54	21
55	21
56	21
57	21
58	21
59	21
60	21
61	21
62	21
63	21
3	22
4	22
5	22
6	22
7	22
8	22
9	22
10	22
11	22
12	22
13	22
14	22
15	22
16	22
17	22
18	22
19	22
20	22
21	22
22	22
23	22
24	22
25	22
26	22
27	22
28	22
29	22
30	22
31	22
32	22
33	22
34	22
35	22
36	22
37	22
38	22
39	22
40	22
41	22
42	22
43	22
44	22
45	22
46	22
47	22
48	22
49	22
50	22
51	22
52	22
53	22
54	22
55	22
56	22
57	22
58	22
59	22
60	22
61	22
62	22
63	22
3	23
4	23
5	23
6	23
7	23
8	23
9	23
10	23
11	23
12	23
13	23
14	23
15	23
16	23
17	23
18	23
19	23
20	23
21	23
22	23
23	23
24	23
25	23
26	23
27	23
28	23
29	23
30	23
31	23
32	23
33	23
34	23
35	23
36	23
37	23
38	23
39	23
40	23
41	23
42	23
43	23
44	23
45	23
46	23
47	23
48	23
49	23
50	23
51	23
52	23
53	23
54	23
55	23
56	23
57	23
58	23
59	23
60	23
61	23
62	23
63	23
3	24
4	24
5	24
6	24
7	24
8	24
9	24
10	24
11	24
12	24
13	24
14	24
15	24
16	24
17	24
18	24
19	24
20	24
21	24
22	24
23	24
24	24
25	24
26	24
27	24
28	24
29	24
30	24
31	24
32	24
33	24
34	24
35	24
36	24
37	24
38	24
39	24
40	24
41	24
42	24
43	24
44	24
45	24
46	24
47	24
48	24
49	24
50	24
51	24
52	24
53	24
54	24
55	24
56	24
57	24
58	24
59	24
60	24
61	24
62	24
63	24
3	25
4	25
5	25
6	25
7	25
8	25
9	25
10	25
11	25
12	25
13	25
14	25
15	25
16	25
17	25
18	25
19	25
20	25
21	25
22	25
23	25
24	25
25	25
26	25
27	25
28	25
29	25
30	25
31	25
32	25
33	25
34	25
35	25
36	25
37	25
38	25
39	25
40	25
41	25
42	25
43	25
44	25
45	25
46	25
47	25
48	25
49	25
50	25
51	25
52	25
53	25
54	25
55	25
56	25
57	25
58	25
59	25
60	25
61	25
62	25
63	25
3	26
4	26
5	26
6	26
7	26
8	26
9	26
10	26
11	26
12	26
13	26
14	26
15	26
16	26
17	26
18	26
19	26
20	26
21	26
22	26
23	26
24	26
25	26
26	26
27	26
28	26
29	26
30	26
31	26
32	26
33	26
34	26
35	26
36	26
37	26
38	26
39	26
40	26
41	26
42	26
43	26
44	26
45	26
46	26
47	26
48	26
49	26
50	26
51	26
52	26
53	26
54	26
55	26
56	26
57	26
58	26
59	26
60	26
61	26
62	26
63	26
3	27
4	27
5	27
6	27
7	27
8	27
9	27
10	27
11	27
12	27
13	27
14	27
15	27
16	27
17	27
18	27
19	27
20	27
21	27
22	27
23	27
24	27
25	27
26	27
27	27
28	27
29	27
30	27
31	27
32	27
33	27
34	27
35	27
36	27
37	27
38	27
39	27
40	27
41	27
42	27
43	27
44	27
45	27
46	27
47	27
48	27
49	27
50	27
51	27
52	27
53	27
55	27
56	27
57	27
58	27
59	27
60	27
61	27
62	27
63	27
3	28
4	28
5	28
6	28
7	28
8	28
9	28
10	28
11	28
12	28
13	28
14	28
15	28
16	28
17	28
18	28
19	28
20	28
21	28
22	28
23	28
24	28
25	28
26	28
27	28
28	28
29	28
30	28
31	28
32	28
33	28
34	28
35	28
36	28
37	28
38	28
39	28
40	28
41	28
42	28
43	28
44	28
45	28
46	28
47	28
48	28
49	28
50	28
54	28
55	28
56	28
57	28
58	28
59	28
60	28
61	28
62	28
4	29
5	29
6	29
7	29
8	29
9	29
10	29
11	29
14	29
15	29
16	29
17	29
18	29
19	29
20	29
21	29
22	29
23	29
24	29
35	29
36	29
37	29
38	29
39	29
40	29
41	29
42	29
43	29
44	29
45	29
46	29
47	29
48	29
49	29
55	29
56	29
57	29
58	29
59	29
60	29
61	29
4	30
5	30
6	30
7	30
8	30
9	30
10	30
15	30
16	30
17	30
18	30
19	30
20	30
21	30
22	30
36	30
37	30
38	30
39	30
40	30
41	30
42	30
43	30
44	30
45	30
46	30
47	30
48	30
49	30
56	30
57	30
58	30
59	30
60	30
63	30
5	31
6	31
7	31
8	31
9	31
15	31
16	31
17	31
18	31
19	31
20	31
21	31
22	31
36	31
37	31
38	31
39	31
40	31
41	31
42	31
43	31
44	31
45	31
46	31
47	31
48	31
57	31
15	32
16	32
17	32
18	32
19	32
20	32
21	32
37	32
